type,Genotype,Population,Subpopulation,Internal_id,accessionID,KRN
GWAS population,Z019E0047,NAMRIL,Z019,Z019E0047,NA,15.5
GWAS population,Z019E0048,NAMRIL,Z019,Z019E0048,NA,14.3
GWAS population,Z019E0049,NAMRIL,Z019,Z019E0049,NA,13.9
GWAS population,Z019E0050,NAMRIL,Z019,Z019E0050,NA,15.2
GWAS population,Z019E0051,NAMRIL,Z019,Z019E0051,NA,14.3
GWAS population,Z019E0052,NAMRIL,Z019,Z019E0052,NA,14.4
GWAS population,Z019E0053,NAMRIL,Z019,Z019E0053,NA,13.3
GWAS population,Z019E0054,NAMRIL,Z019,Z019E0054,NA,16.1
GWAS population,Z019E0055,NAMRIL,Z019,Z019E0055,NA,15.5
GWAS population,Z019E0056,NAMRIL,Z019,Z019E0056,NA,14.6
GWAS population,Z019E0057,NAMRIL,Z019,Z019E0057,NA,13.1
GWAS population,Z019E0058,NAMRIL,Z019,Z019E0058,NA,15
GWAS population,Z019E0059,NAMRIL,Z019,Z019E0059,NA,16.8
GWAS population,Z019E0060,NAMRIL,Z019,Z019E0060,NA,16.4
GWAS population,Z019E0061,NAMRIL,Z019,Z019E0061,NA,14.4
GWAS population,Z019E0062,NAMRIL,Z019,Z019E0062,NA,16.4
GWAS population,Z019E0063,NAMRIL,Z019,Z019E0063,NA,15.5
GWAS population,Z019E0064,NAMRIL,Z019,Z019E0064,NA,16.1
GWAS population,Z019E0065,NAMRIL,Z019,Z019E0065,NA,15.7
GWAS population,Z019E0066,NAMRIL,Z019,Z019E0066,NA,17.4
GWAS population,Z019E0067,NAMRIL,Z019,Z019E0067,NA,16.7
GWAS population,Z019E0068,NAMRIL,Z019,Z019E0068,NA,15.6
GWAS population,Z019E0069,NAMRIL,Z019,Z019E0069,NA,15.2
GWAS population,Z019E0070,NAMRIL,Z019,Z019E0070,NA,15.5
GWAS population,Z019E0071,NAMRIL,Z019,Z019E0071,NA,13.2
GWAS population,Z019E0072,NAMRIL,Z019,Z019E0072,NA,14.8
GWAS population,Z019E0073,NAMRIL,Z019,Z019E0073,NA,15.4
GWAS population,Z019E0074,NAMRIL,Z019,Z019E0074,NA,15.6
GWAS population,Z019E0075,NAMRIL,Z019,Z019E0075,NA,15.9
GWAS population,Z019E0076,NAMRIL,Z019,Z019E0076,NA,14.9
GWAS population,Z019E0077,NAMRIL,Z019,Z019E0077,NA,11.5
GWAS population,Z019E0078,NAMRIL,Z019,Z019E0078,NA,17.5
GWAS population,Z019E0079,NAMRIL,Z019,Z019E0079,NA,15.3
GWAS population,Z019E0080,NAMRIL,Z019,Z019E0080,NA,15.3
GWAS population,Z019E0081,NAMRIL,Z019,Z019E0081,NA,14.1
GWAS population,Z019E0082,NAMRIL,Z019,Z019E0082,NA,13.6
GWAS population,Z019E0083,NAMRIL,Z019,Z019E0083,NA,20.1
GWAS population,Z019E0084,NAMRIL,Z019,Z019E0084,NA,13.9
GWAS population,Z019E0085,NAMRIL,Z019,Z019E0085,NA,15
GWAS population,Z019E0086,NAMRIL,Z019,Z019E0086,NA,18.8
GWAS population,Z019E0087,NAMRIL,Z019,Z019E0087,NA,17.1
GWAS population,Z019E0088,NAMRIL,Z019,Z019E0088,NA,14.5
GWAS population,Z019E0089,NAMRIL,Z019,Z019E0089,NA,17
GWAS population,Z019E0090,NAMRIL,Z019,Z019E0090,NA,14.5
GWAS population,Z019E0091,NAMRIL,Z019,Z019E0091,NA,14.8
GWAS population,Z019E0092,NAMRIL,Z019,Z019E0092,NA,14.6
GWAS population,Z019E0093,NAMRIL,Z019,Z019E0093,NA,15.2
GWAS population,Z019E0094,NAMRIL,Z019,Z019E0094,NA,17.5
GWAS population,Z019E0095,NAMRIL,Z019,Z019E0095,NA,13.8
GWAS population,Z019E0096,NAMRIL,Z019,Z019E0096,NA,13.6
GWAS population,Z019E0097,NAMRIL,Z019,Z019E0097,NA,14.8
GWAS population,Z019E0098,NAMRIL,Z019,Z019E0098,NA,15.7
GWAS population,Z019E0099,NAMRIL,Z019,Z019E0099,NA,13.7
GWAS population,Z019E0100,NAMRIL,Z019,Z019E0100,NA,14.6
GWAS population,Z019E0101,NAMRIL,Z019,Z019E0101,NA,15.4
GWAS population,Z019E0102,NAMRIL,Z019,Z019E0102,NA,14.7
GWAS population,Z019E0103,NAMRIL,Z019,Z019E0103,NA,15.4
GWAS population,Z019E0104,NAMRIL,Z019,Z019E0104,NA,14.1
GWAS population,Z019E0105,NAMRIL,Z019,Z019E0105,NA,12.2
GWAS population,Z019E0106,NAMRIL,Z019,Z019E0106,NA,16
GWAS population,Z019E0107,NAMRIL,Z019,Z019E0107,NA,13.2
GWAS population,Z019E0108,NAMRIL,Z019,Z019E0108,NA,13.8
GWAS population,Z019E0109,NAMRIL,Z019,Z019E0109,NA,13.8
GWAS population,Z019E0110,NAMRIL,Z019,Z019E0110,NA,16.2
GWAS population,Z019E0111,NAMRIL,Z019,Z019E0111,NA,16.3
GWAS population,Z019E0112,NAMRIL,Z019,Z019E0112,NA,16.6
GWAS population,Z019E0113,NAMRIL,Z019,Z019E0113,NA,17.5
GWAS population,Z019E0114,NAMRIL,Z019,Z019E0114,NA,15.9
GWAS population,Z019E0115,NAMRIL,Z019,Z019E0115,NA,17.4
GWAS population,Z019E0116,NAMRIL,Z019,Z019E0116,NA,13.8
GWAS population,Z019E0117,NAMRIL,Z019,Z019E0117,NA,15.7
GWAS population,Z019E0118,NAMRIL,Z019,Z019E0118,NA,15
GWAS population,Z019E0119,NAMRIL,Z019,Z019E0119,NA,11.8
GWAS population,Z019E0120,NAMRIL,Z019,Z019E0120,NA,15
GWAS population,Z019E0121,NAMRIL,Z019,Z019E0121,NA,17.5
GWAS population,Z019E0122,NAMRIL,Z019,Z019E0122,NA,17.7
GWAS population,Z019E0123,NAMRIL,Z019,Z019E0123,NA,16.1
GWAS population,Z019E0124,NAMRIL,Z019,Z019E0124,NA,17.2
GWAS population,Z019E0125,NAMRIL,Z019,Z019E0125,NA,16.4
GWAS population,Z019E0126,NAMRIL,Z019,Z019E0126,NA,16.2
GWAS population,Z019E0127,NAMRIL,Z019,Z019E0127,NA,13.6
GWAS population,Z019E0128,NAMRIL,Z019,Z019E0128,NA,14.4
GWAS population,Z019E0129,NAMRIL,Z019,Z019E0129,NA,15.6
GWAS population,Z019E0130,NAMRIL,Z019,Z019E0130,NA,15.2
GWAS population,Z019E0131,NAMRIL,Z019,Z019E0131,NA,15.9
GWAS population,Z019E0132,NAMRIL,Z019,Z019E0132,NA,14
GWAS population,Z019E0133,NAMRIL,Z019,Z019E0133,NA,15.9
GWAS population,Z019E0134,NAMRIL,Z019,Z019E0134,NA,15.9
GWAS population,Z019E0135,NAMRIL,Z019,Z019E0135,NA,15.9
GWAS population,Z019E0136,NAMRIL,Z019,Z019E0136,NA,14.9
GWAS population,Z019E0137,NAMRIL,Z019,Z019E0137,NA,16
GWAS population,Z019E0138,NAMRIL,Z019,Z019E0138,NA,17.6
GWAS population,Z019E0139,NAMRIL,Z019,Z019E0139,NA,15.3
GWAS population,Z019E0140,NAMRIL,Z019,Z019E0140,NA,14.7
GWAS population,Z019E0141,NAMRIL,Z019,Z019E0141,NA,15.4
GWAS population,Z019E0142,NAMRIL,Z019,Z019E0142,NA,19.3
GWAS population,Z019E0143,NAMRIL,Z019,Z019E0143,NA,15
GWAS population,Z019E0144,NAMRIL,Z019,Z019E0144,NA,15.9
GWAS population,Z019E0145,NAMRIL,Z019,Z019E0145,NA,17.4
GWAS population,Z019E0146,NAMRIL,Z019,Z019E0146,NA,15.4
GWAS population,Z019E0147,NAMRIL,Z019,Z019E0147,NA,17.7
GWAS population,Z019E0148,NAMRIL,Z019,Z019E0148,NA,14.9
GWAS population,Z019E0149,NAMRIL,Z019,Z019E0149,NA,16.1
GWAS population,Z019E0150,NAMRIL,Z019,Z019E0150,NA,17.3
GWAS population,Z019E0151,NAMRIL,Z019,Z019E0151,NA,15.4
GWAS population,Z019E0152,NAMRIL,Z019,Z019E0152,NA,16.2
GWAS population,Z019E0153,NAMRIL,Z019,Z019E0153,NA,14.9
GWAS population,Z019E0154,NAMRIL,Z019,Z019E0154,NA,15.2
GWAS population,Z019E0155,NAMRIL,Z019,Z019E0155,NA,15.5
GWAS population,Z019E0156,NAMRIL,Z019,Z019E0156,NA,16.4
GWAS population,Z019E0158,NAMRIL,Z019,Z019E0158,NA,15.1
GWAS population,Z019E0159,NAMRIL,Z019,Z019E0159,NA,14
GWAS population,Z019E0160,NAMRIL,Z019,Z019E0160,NA,14.4
GWAS population,Z019E0161,NAMRIL,Z019,Z019E0161,NA,15.9
GWAS population,Z019E0162,NAMRIL,Z019,Z019E0162,NA,17
GWAS population,Z019E0163,NAMRIL,Z019,Z019E0163,NA,16.6
GWAS population,Z019E0164,NAMRIL,Z019,Z019E0164,NA,17.4
GWAS population,Z019E0166,NAMRIL,Z019,Z019E0166,NA,14.7
GWAS population,Z019E0167,NAMRIL,Z019,Z019E0167,NA,15.3
GWAS population,Z019E0168,NAMRIL,Z019,Z019E0168,NA,16.4
GWAS population,Z019E0169,NAMRIL,Z019,Z019E0169,NA,18.3
GWAS population,Z019E0170,NAMRIL,Z019,Z019E0170,NA,16.2
GWAS population,Z019E0171,NAMRIL,Z019,Z019E0171,NA,14.9
GWAS population,Z019E0172,NAMRIL,Z019,Z019E0172,NA,16.4
GWAS population,Z019E0173,NAMRIL,Z019,Z019E0173,NA,13.3
GWAS population,Z019E0174,NAMRIL,Z019,Z019E0174,NA,16.8
GWAS population,Z019E0175,NAMRIL,Z019,Z019E0175,NA,18.6
GWAS population,Z019E0176,NAMRIL,Z019,Z019E0176,NA,16
GWAS population,Z019E0177,NAMRIL,Z019,Z019E0177,NA,16.2
GWAS population,Z019E0178,NAMRIL,Z019,Z019E0178,NA,14.2
GWAS population,Z019E0179,NAMRIL,Z019,Z019E0179,NA,15.2
GWAS population,Z019E0180,NAMRIL,Z019,Z019E0180,NA,15.7
GWAS population,Z019E0181,NAMRIL,Z019,Z019E0181,NA,16.9
GWAS population,Z019E0182,NAMRIL,Z019,Z019E0182,NA,13.9
GWAS population,Z019E0183,NAMRIL,Z019,Z019E0183,NA,14.6
GWAS population,Z019E0184,NAMRIL,Z019,Z019E0184,NA,13.6
GWAS population,Z019E0185,NAMRIL,Z019,Z019E0185,NA,16
GWAS population,Z019E0186,NAMRIL,Z019,Z019E0186,NA,14.6
GWAS population,Z019E0187,NAMRIL,Z019,Z019E0187,NA,18
GWAS population,Z019E0188,NAMRIL,Z019,Z019E0188,NA,13
GWAS population,Z019E0189,NAMRIL,Z019,Z019E0189,NA,16.3
GWAS population,Z019E0190,NAMRIL,Z019,Z019E0190,NA,15
GWAS population,Z019E0191,NAMRIL,Z019,Z019E0191,NA,17.8
GWAS population,Z019E0192,NAMRIL,Z019,Z019E0192,NA,15.8
GWAS population,Z019E0193,NAMRIL,Z019,Z019E0193,NA,15.9
GWAS population,Z019E0194,NAMRIL,Z019,Z019E0194,NA,17.9
GWAS population,Z019E0196,NAMRIL,Z019,Z019E0196,NA,14.8
GWAS population,Z019E0197,NAMRIL,Z019,Z019E0197,NA,16.5
GWAS population,Z019E0198,NAMRIL,Z019,Z019E0198,NA,16.9
GWAS population,Z019E0199,NAMRIL,Z019,Z019E0199,NA,16.4
GWAS population,Z019E0200,NAMRIL,Z019,Z019E0200,NA,17.9
GWAS population,Z020E0001,NAMRIL,Z020,Z020E0001,NA,16.7
GWAS population,Z020E0002,NAMRIL,Z020,Z020E0002,NA,15.6
GWAS population,Z020E0004,NAMRIL,Z020,Z020E0004,NA,11.9
GWAS population,Z020E0005,NAMRIL,Z020,Z020E0005,NA,14.9
GWAS population,Z020E0006,NAMRIL,Z020,Z020E0006,NA,11.8
GWAS population,Z020E0007,NAMRIL,Z020,Z020E0007,NA,18.9
GWAS population,Z020E0008,NAMRIL,Z020,Z020E0008,NA,14.6
GWAS population,Z020E0009,NAMRIL,Z020,Z020E0009,NA,17.3
GWAS population,Z020E0010,NAMRIL,Z020,Z020E0010,NA,15.3
GWAS population,Z020E0011,NAMRIL,Z020,Z020E0011,NA,14.2
GWAS population,Z020E0012,NAMRIL,Z020,Z020E0012,NA,14.7
GWAS population,Z020E0013,NAMRIL,Z020,Z020E0013,NA,13.3
GWAS population,Z020E0014,NAMRIL,Z020,Z020E0014,NA,15.3
GWAS population,Z020E0015,NAMRIL,Z020,Z020E0015,NA,15.3
GWAS population,Z020E0016,NAMRIL,Z020,Z020E0016,NA,12.3
GWAS population,Z020E0017,NAMRIL,Z020,Z020E0017,NA,12.5
GWAS population,Z020E0018,NAMRIL,Z020,Z020E0018,NA,11.9
GWAS population,Z020E0019,NAMRIL,Z020,Z020E0019,NA,17.5
GWAS population,Z020E0020,NAMRIL,Z020,Z020E0020,NA,18.7
GWAS population,Z020E0021,NAMRIL,Z020,Z020E0021,NA,19.8
GWAS population,Z020E0022,NAMRIL,Z020,Z020E0022,NA,13.1
GWAS population,Z020E0023,NAMRIL,Z020,Z020E0023,NA,14.3
GWAS population,Z020E0024,NAMRIL,Z020,Z020E0024,NA,16.7
GWAS population,Z020E0025,NAMRIL,Z020,Z020E0025,NA,15.5
GWAS population,Z020E0026,NAMRIL,Z020,Z020E0026,NA,14.9
GWAS population,Z020E0027,NAMRIL,Z020,Z020E0027,NA,15.9
GWAS population,Z020E0028,NAMRIL,Z020,Z020E0028,NA,13.1
GWAS population,Z020E0029,NAMRIL,Z020,Z020E0029,NA,14.4
GWAS population,Z020E0030,NAMRIL,Z020,Z020E0030,NA,15.6
GWAS population,Z020E0031,NAMRIL,Z020,Z020E0031,NA,15.2
GWAS population,Z020E0032,NAMRIL,Z020,Z020E0032,NA,14.9
GWAS population,Z020E0033,NAMRIL,Z020,Z020E0033,NA,13.5
GWAS population,Z020E0034,NAMRIL,Z020,Z020E0034,NA,14.7
GWAS population,Z020E0035,NAMRIL,Z020,Z020E0035,NA,13.1
GWAS population,Z020E0036,NAMRIL,Z020,Z020E0036,NA,17.5
GWAS population,Z020E0037,NAMRIL,Z020,Z020E0037,NA,14.4
GWAS population,Z020E0038,NAMRIL,Z020,Z020E0038,NA,14.7
GWAS population,Z020E0039,NAMRIL,Z020,Z020E0039,NA,12.3
GWAS population,Z020E0040,NAMRIL,Z020,Z020E0040,NA,18.4
GWAS population,Z020E0041,NAMRIL,Z020,Z020E0041,NA,14.7
GWAS population,Z020E0042,NAMRIL,Z020,Z020E0042,NA,15.7
GWAS population,Z020E0043,NAMRIL,Z020,Z020E0043,NA,12.6
GWAS population,Z020E0044,NAMRIL,Z020,Z020E0044,NA,16.8
GWAS population,Z020E0045,NAMRIL,Z020,Z020E0045,NA,15.8
GWAS population,Z020E0046,NAMRIL,Z020,Z020E0046,NA,14.5
GWAS population,Z020E0047,NAMRIL,Z020,Z020E0047,NA,15.3
GWAS population,Z020E0048,NAMRIL,Z020,Z020E0048,NA,14.4
GWAS population,Z020E0049,NAMRIL,Z020,Z020E0049,NA,12.9
GWAS population,Z020E0050,NAMRIL,Z020,Z020E0050,NA,14.9
GWAS population,Z020E0052,NAMRIL,Z020,Z020E0052,NA,15.8
GWAS population,Z020E0053,NAMRIL,Z020,Z020E0053,NA,17.5
GWAS population,Z020E0054,NAMRIL,Z020,Z020E0054,NA,13.8
GWAS population,Z020E0055,NAMRIL,Z020,Z020E0055,NA,12.9
GWAS population,Z020E0056,NAMRIL,Z020,Z020E0056,NA,16.5
GWAS population,Z020E0057,NAMRIL,Z020,Z020E0057,NA,17.1
GWAS population,Z020E0058,NAMRIL,Z020,Z020E0058,NA,15.9
GWAS population,Z020E0059,NAMRIL,Z020,Z020E0059,NA,17.9
GWAS population,Z020E0060,NAMRIL,Z020,Z020E0060,NA,15.1
GWAS population,Z020E0061,NAMRIL,Z020,Z020E0061,NA,12.8
GWAS population,Z020E0062,NAMRIL,Z020,Z020E0062,NA,13.6
GWAS population,Z020E0063,NAMRIL,Z020,Z020E0063,NA,14.9
GWAS population,Z020E0064,NAMRIL,Z020,Z020E0064,NA,15.6
GWAS population,Z020E0065,NAMRIL,Z020,Z020E0065,NA,17
GWAS population,Z020E0066,NAMRIL,Z020,Z020E0066,NA,14.8
GWAS population,Z020E0067,NAMRIL,Z020,Z020E0067,NA,11.8
GWAS population,Z020E0068,NAMRIL,Z020,Z020E0068,NA,19.1
GWAS population,Z020E0069,NAMRIL,Z020,Z020E0069,NA,12.6
GWAS population,Z020E0070,NAMRIL,Z020,Z020E0070,NA,15.7
GWAS population,Z020E0071,NAMRIL,Z020,Z020E0071,NA,13.3
GWAS population,Z020E0073,NAMRIL,Z020,Z020E0073,NA,17.8
GWAS population,Z020E0074,NAMRIL,Z020,Z020E0074,NA,18
GWAS population,Z020E0075,NAMRIL,Z020,Z020E0075,NA,16.3
GWAS population,Z020E0076,NAMRIL,Z020,Z020E0076,NA,12.6
GWAS population,Z020E0077,NAMRIL,Z020,Z020E0077,NA,14.7
GWAS population,Z020E0078,NAMRIL,Z020,Z020E0078,NA,15.5
GWAS population,Z020E0079,NAMRIL,Z020,Z020E0079,NA,15.5
GWAS population,Z020E0080,NAMRIL,Z020,Z020E0080,NA,20.9
GWAS population,Z020E0081,NAMRIL,Z020,Z020E0081,NA,17.4
GWAS population,Z020E0083,NAMRIL,Z020,Z020E0083,NA,13
GWAS population,Z020E0084,NAMRIL,Z020,Z020E0084,NA,15.2
GWAS population,Z020E0085,NAMRIL,Z020,Z020E0085,NA,14.4
GWAS population,Z020E0086,NAMRIL,Z020,Z020E0086,NA,16.5
GWAS population,Z020E0087,NAMRIL,Z020,Z020E0087,NA,14.4
GWAS population,Z020E0088,NAMRIL,Z020,Z020E0088,NA,13.5
GWAS population,Z020E0089,NAMRIL,Z020,Z020E0089,NA,16.7
GWAS population,Z020E0090,NAMRIL,Z020,Z020E0090,NA,17.5
GWAS population,Z020E0091,NAMRIL,Z020,Z020E0091,NA,15.7
GWAS population,Z020E0092,NAMRIL,Z020,Z020E0092,NA,12.7
GWAS population,Z020E0093,NAMRIL,Z020,Z020E0093,NA,13.6
GWAS population,Z020E0094,NAMRIL,Z020,Z020E0094,NA,17.2
GWAS population,Z020E0095,NAMRIL,Z020,Z020E0095,NA,14.3
GWAS population,Z020E0096,NAMRIL,Z020,Z020E0096,NA,17.7
GWAS population,Z020E0097,NAMRIL,Z020,Z020E0097,NA,17.1
GWAS population,Z020E0098,NAMRIL,Z020,Z020E0098,NA,14.2
GWAS population,Z020E0099,NAMRIL,Z020,Z020E0099,NA,16
GWAS population,Z020E0100,NAMRIL,Z020,Z020E0100,NA,15.5
GWAS population,Z020E0101,NAMRIL,Z020,Z020E0101,NA,18.6
GWAS population,Z020E0102,NAMRIL,Z020,Z020E0102,NA,12
GWAS population,Z020E0103,NAMRIL,Z020,Z020E0103,NA,14.4
GWAS population,Z020E0104,NAMRIL,Z020,Z020E0104,NA,12.4
GWAS population,Z020E0105,NAMRIL,Z020,Z020E0105,NA,12.9
GWAS population,Z020E0106,NAMRIL,Z020,Z020E0106,NA,14.4
GWAS population,Z020E0107,NAMRIL,Z020,Z020E0107,NA,15.4
GWAS population,Z020E0108,NAMRIL,Z020,Z020E0108,NA,12.5
GWAS population,Z020E0109,NAMRIL,Z020,Z020E0109,NA,14.4
GWAS population,Z020E0110,NAMRIL,Z020,Z020E0110,NA,15.9
GWAS population,Z020E0111,NAMRIL,Z020,Z020E0111,NA,16.1
GWAS population,Z020E0112,NAMRIL,Z020,Z020E0112,NA,17.8
GWAS population,Z020E0113,NAMRIL,Z020,Z020E0113,NA,14.7
GWAS population,Z020E0114,NAMRIL,Z020,Z020E0114,NA,12.9
GWAS population,Z020E0115,NAMRIL,Z020,Z020E0115,NA,17.2
GWAS population,Z020E0116,NAMRIL,Z020,Z020E0116,NA,15.6
GWAS population,Z020E0117,NAMRIL,Z020,Z020E0117,NA,18.3
GWAS population,Z020E0118,NAMRIL,Z020,Z020E0118,NA,12.5
GWAS population,Z020E0119,NAMRIL,Z020,Z020E0119,NA,14.2
GWAS population,Z020E0120,NAMRIL,Z020,Z020E0120,NA,19.5
GWAS population,Z020E0121,NAMRIL,Z020,Z020E0121,NA,23.6
GWAS population,Z020E0122,NAMRIL,Z020,Z020E0122,NA,13.7
GWAS population,Z020E0123,NAMRIL,Z020,Z020E0123,NA,12.4
GWAS population,Z020E0125,NAMRIL,Z020,Z020E0125,NA,15.6
GWAS population,Z020E0126,NAMRIL,Z020,Z020E0126,NA,17.1
GWAS population,Z020E0127,NAMRIL,Z020,Z020E0127,NA,15.4
GWAS population,Z020E0128,NAMRIL,Z020,Z020E0128,NA,16.7
GWAS population,Z020E0129,NAMRIL,Z020,Z020E0129,NA,18.5
GWAS population,Z020E0130,NAMRIL,Z020,Z020E0130,NA,16.4
GWAS population,Z020E0131,NAMRIL,Z020,Z020E0131,NA,17.3
GWAS population,Z020E0132,NAMRIL,Z020,Z020E0132,NA,17.3
GWAS population,Z020E0133,NAMRIL,Z020,Z020E0133,NA,13
GWAS population,Z020E0134,NAMRIL,Z020,Z020E0134,NA,16.6
GWAS population,Z020E0135,NAMRIL,Z020,Z020E0135,NA,15.3
GWAS population,Z020E0136,NAMRIL,Z020,Z020E0136,NA,16.1
GWAS population,Z020E0137,NAMRIL,Z020,Z020E0137,NA,14.7
GWAS population,Z020E0138,NAMRIL,Z020,Z020E0138,NA,12.7
GWAS population,Z020E0139,NAMRIL,Z020,Z020E0139,NA,13.3
GWAS population,Z020E0140,NAMRIL,Z020,Z020E0140,NA,14.7
GWAS population,Z020E0141,NAMRIL,Z020,Z020E0141,NA,15.3
GWAS population,Z020E0142,NAMRIL,Z020,Z020E0142,NA,12.3
GWAS population,Z020E0143,NAMRIL,Z020,Z020E0143,NA,18.5
GWAS population,Z020E0144,NAMRIL,Z020,Z020E0144,NA,16.7
GWAS population,Z020E0145,NAMRIL,Z020,Z020E0145,NA,15.6
GWAS population,Z020E0146,NAMRIL,Z020,Z020E0146,NA,13.7
GWAS population,Z020E0147,NAMRIL,Z020,Z020E0147,NA,11.5
GWAS population,Z020E0148,NAMRIL,Z020,Z020E0148,NA,15.1
GWAS population,Z020E0149,NAMRIL,Z020,Z020E0149,NA,17.8
GWAS population,Z020E0150,NAMRIL,Z020,Z020E0150,NA,14.4
GWAS population,Z020E0151,NAMRIL,Z020,Z020E0151,NA,13.2
GWAS population,Z020E0152,NAMRIL,Z020,Z020E0152,NA,14
GWAS population,Z020E0153,NAMRIL,Z020,Z020E0153,NA,15.1
GWAS population,Z020E0155,NAMRIL,Z020,Z020E0155,NA,16.3
GWAS population,Z020E0156,NAMRIL,Z020,Z020E0156,NA,14.5
GWAS population,Z020E0157,NAMRIL,Z020,Z020E0157,NA,19.1
GWAS population,Z020E0158,NAMRIL,Z020,Z020E0158,NA,13.5
GWAS population,Z020E0159,NAMRIL,Z020,Z020E0159,NA,15.6
GWAS population,Z020E0160,NAMRIL,Z020,Z020E0160,NA,14
GWAS population,Z020E0161,NAMRIL,Z020,Z020E0161,NA,16.5
GWAS population,Z020E0162,NAMRIL,Z020,Z020E0162,NA,17.2
GWAS population,Z020E0163,NAMRIL,Z020,Z020E0163,NA,12.8
GWAS population,Z020E0164,NAMRIL,Z020,Z020E0164,NA,16.3
GWAS population,Z020E0165,NAMRIL,Z020,Z020E0165,NA,13.2
GWAS population,Z020E0166,NAMRIL,Z020,Z020E0166,NA,15.5
GWAS population,Z020E0167,NAMRIL,Z020,Z020E0167,NA,16.5
GWAS population,Z020E0168,NAMRIL,Z020,Z020E0168,NA,14.4
GWAS population,Z020E0169,NAMRIL,Z020,Z020E0169,NA,14.1
GWAS population,Z020E0170,NAMRIL,Z020,Z020E0170,NA,16
GWAS population,Z020E0171,NAMRIL,Z020,Z020E0171,NA,16.7
GWAS population,Z020E0172,NAMRIL,Z020,Z020E0172,NA,16.1
GWAS population,Z020E0173,NAMRIL,Z020,Z020E0173,NA,20.6
GWAS population,Z020E0175,NAMRIL,Z020,Z020E0175,NA,16.3
GWAS population,Z020E0176,NAMRIL,Z020,Z020E0176,NA,14.9
GWAS population,Z020E0179,NAMRIL,Z020,Z020E0179,NA,14.2
GWAS population,Z020E0180,NAMRIL,Z020,Z020E0180,NA,14.2
GWAS population,Z020E0181,NAMRIL,Z020,Z020E0181,NA,14.5
GWAS population,Z020E0182,NAMRIL,Z020,Z020E0182,NA,15
GWAS population,Z020E0183,NAMRIL,Z020,Z020E0183,NA,11.9
GWAS population,Z020E0185,NAMRIL,Z020,Z020E0185,NA,13.2
GWAS population,Z020E0186,NAMRIL,Z020,Z020E0186,NA,15
GWAS population,Z020E0187,NAMRIL,Z020,Z020E0187,NA,12.1
GWAS population,Z020E0188,NAMRIL,Z020,Z020E0188,NA,16.1
GWAS population,Z020E0189,NAMRIL,Z020,Z020E0189,NA,15.6
GWAS population,Z020E0191,NAMRIL,Z020,Z020E0191,NA,14.4
GWAS population,Z020E0192,NAMRIL,Z020,Z020E0192,NA,14.6
GWAS population,Z020E0194,NAMRIL,Z020,Z020E0194,NA,15
GWAS population,Z020E0195,NAMRIL,Z020,Z020E0195,NA,14.8
GWAS population,Z020E0196,NAMRIL,Z020,Z020E0196,NA,15.4
GWAS population,Z020E0197,NAMRIL,Z020,Z020E0197,NA,14.3
GWAS population,Z020E0198,NAMRIL,Z020,Z020E0198,NA,16.5
GWAS population,Z020E0199,NAMRIL,Z020,Z020E0199,NA,15.3
GWAS population,Z020E0200,NAMRIL,Z020,Z020E0200,NA,14.4
GWAS population,Z021E0001,NAMRIL,Z021,Z021E0001,NA,13
GWAS population,Z021E0002,NAMRIL,Z021,Z021E0002,NA,15.9
GWAS population,Z021E0003,NAMRIL,Z021,Z021E0003,NA,14.3
GWAS population,Z021E0004,NAMRIL,Z021,Z021E0004,NA,13.2
GWAS population,Z021E0005,NAMRIL,Z021,Z021E0005,NA,11.2
GWAS population,Z021E0006,NAMRIL,Z021,Z021E0006,NA,13.4
GWAS population,Z021E0007,NAMRIL,Z021,Z021E0007,NA,12.4
GWAS population,Z021E0008,NAMRIL,Z021,Z021E0008,NA,14.2
GWAS population,Z021E0009,NAMRIL,Z021,Z021E0009,NA,15.8
GWAS population,Z021E0010,NAMRIL,Z021,Z021E0010,NA,11.4
GWAS population,Z021E0011,NAMRIL,Z021,Z021E0011,NA,12.4
GWAS population,Z021E0012,NAMRIL,Z021,Z021E0012,NA,13.9
GWAS population,Z021E0013,NAMRIL,Z021,Z021E0013,NA,15.3
GWAS population,Z021E0014,NAMRIL,Z021,Z021E0014,NA,13.2
GWAS population,Z021E0015,NAMRIL,Z021,Z021E0015,NA,12.8
GWAS population,Z021E0016,NAMRIL,Z021,Z021E0016,NA,16
GWAS population,Z021E0017,NAMRIL,Z021,Z021E0017,NA,13.2
GWAS population,Z021E0019,NAMRIL,Z021,Z021E0019,NA,17.9
GWAS population,Z021E0020,NAMRIL,Z021,Z021E0020,NA,13.1
GWAS population,Z021E0022,NAMRIL,Z021,Z021E0022,NA,12.4
GWAS population,Z021E0023,NAMRIL,Z021,Z021E0023,NA,16.9
GWAS population,Z021E0024,NAMRIL,Z021,Z021E0024,NA,13.1
GWAS population,Z021E0025,NAMRIL,Z021,Z021E0025,NA,11.2
GWAS population,Z021E0026,NAMRIL,Z021,Z021E0026,NA,14.2
GWAS population,Z021E0027,NAMRIL,Z021,Z021E0027,NA,11.8
GWAS population,Z021E0028,NAMRIL,Z021,Z021E0028,NA,15.1
GWAS population,Z021E0029,NAMRIL,Z021,Z021E0029,NA,13.5
GWAS population,Z021E0030,NAMRIL,Z021,Z021E0030,NA,13.6
GWAS population,Z021E0031,NAMRIL,Z021,Z021E0031,NA,13.8
GWAS population,Z021E0032,NAMRIL,Z021,Z021E0032,NA,15.7
