<Trait>	20KernelWeight	CobColor	CobDiameter	CobDiameter	CobWeight	CobWeight	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	EarDiameter	EarDiameter	EarLength	EarLength	EarRankNumber	EarRankNumber	EarRowNumber	EarRowNumber	EarWeight	EarWeight	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	HerbicideSensitivity	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafSheathLength	LeafWidth-BorderPlant	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	NorthernLeafBlight-IncubationPeriod	NorthernLeafBlight(Percentage)	NorthernLeafBlight(Percentage)	NorthernLeafBlight	NumberofLeaves	NumberofTilleringPlants	NumberofTilleringPlants	Phylotaxy	RowQuality	RowQuality	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SeedSetLength	Spikelets-MainSpike	Spikelets-MainSpike	Spikelets-PrimaryBranch	Spikelets-PrimaryBranch	StandCount	StandCount	StandCount	StandCount	StandCount	StandCount	TasselBranchLength	TasselBranchLength	TasselBranchLength	TasselBranchLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselSterility	TilleringIndex-BorderPlant	TilleringIndex	TilleringIndex	TilleringIndex	TilleringIndex	TotalKernelVolume	TotalKernelVolume	UpperLeafAngle-BorderPlant	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle
Z011E0120	3.81	0	22	25.445	8.2	12.045	72	85	65	54	74	69	62	76	-999	62	72	84	65	-999	74	69	62	76	-999	61	29	37.765	67	113.685	22	18.5	13	17	39.4	63.48	10	9	9	3	1	4	0	-999	664	611	738	-999	647	700.5	621	779	-999	-999	74	66	55	76	-999	65	73.5	62	59	-999	177	236	192	-999	-999	151	179	-999	60	47.5	50	-999	50	-999	-999	25	-999	-999	4	5	5	3	140	2	-999	-999	-999	-999	2	-999	60	21	26	11	18	6	9	8	4	3	6	-999	-999	-999	180	308	338	263	-999	-999	271	307	-999	7	5	4	6	-999	7	7	-999	-999	1	0.5	1	1	2	40	67.5	85	85	80	70	60	75	70	80	75	-999
Z011E0121	4.805	0	21	27.78	17.6	17.485	75	96	70	55	79	68	69	79	-999	65	75	94	68	-999	76	67	67	77	-999	64	25	39.265	94	113.39	22	19	15	14.5	74.2	74.12	18	9	12	5	7	12	3	-999	707	830	797	719	791	741	842	812	837	129	75	70	81	91	87	85	81	88	72	88	216	292	292	-999	-999	248	241	250	35	60	35	-999	35	-999	-999	23	-999	16.66666667	3	5	0	-999	-999	2	3	-999	-999	-999	2	-999	76	22	24	10	11	8	7	12	5	-999	10	-999	-999	-999	268	380	422	356	-999	-999	380	404	375	20	11	8	10	-999	8	12	8	-999	0	0	0	0	-999	70	80	65	60	65	65	40	60	65	65	55	77.5
Z011E0122	-999	0	25	-999	24.9	-999	73	93	65	56	78	66	64	76	-999	62	73	90	65	-999	75	66	62	76	-999	62	34	-999	114	-999	27	-999	14	-999	101	-999	14	1	8	4	-999	14	4	-999	802	682	747	689	755	740	772	788	797	-999	99	102	84	92	88	93	90	103	93	113	186	213	206	164	-999	123	207	233	62.5	67.5	55	-999	55	-999	-999	-999	-999	-999	4	5.5	0	6	185	3	-999	-999	-999	-999	2	-999	103	27	18	9	10	6	5	15	6	9	14	-999	-999	-999	158	270	281	294	231	-999	216	275	378	11	6	8	5	-999	12	9	12	-999	0	0	0	1	1	100	-999	60	75	62.5	65	50	50	60	65	65	-999
Z011E0123	-999	0	31	-999	6.5	-999	77	103	69	59	80	68	68	83	-999	64	77	99	66	59	80	67	67	83	-999	64	32	-999	71	-999	16	-999	10	-999	30.6	-999	9	3	8	3	-999	5	0	-999	828	745	806	548	810	-999	626	855	-999	-999	62	71	66	73	41	70	-999	52	62	-999	278	-999	273	98	215	229	221	-999	57.5	70	80	-999	-999	-999	-999	-999	-999	-999	4	5	0	1.5	212.5	4.333333333	-999	-999	-999	2	1	-999	55	28	24	18	21	6	7	7	7	5	10	-999	-999	169	188	353	-999	344	164	307	312	353	-999	12	-999	8	9	10	10	15	-999	-999	0	1	0	1	2	-999	-999	80	80	70	60	55	75	60	55	70	-999
Z011E0124	4.4	0	30	27.745	10.8	15.8	77	106	70	59	82	70	69	82	-999	66	75	102	69	59	81	69	75	81	-999	65	34	38.915	59	115.77	17	19	13	13	37.3	53.75	8	10	9	6	-999	5	1	-999	756	-999	857	748	-999	857	845	802	-999	-999	85	92	-999	97	84	94	86	89	86	-999	278	245	247	156	225	235	243	-999	52.5	45	50	-999	25	-999	-999	-999	-999	-999	3	5.5	0	4	-999	3	-999	-999	-999	1	2	-999	44	15	24	9	11	7	8	4	4	4	2	-999	-999	168	214	389	328	314	227	339	328	337	-999	12	8	14	7	12	12	9	-999	-999	0	1.5	1	1	2	40	55	85	85	65	70	70	75	75	80	60	-999
Z011E0125	4.99	0	29	27.83	19.5	17.33	73	83	66	56	75	66	65	77	-999	67	73	81	65	-999	75	65	63	75	-999	66	34	39.95	121	138.985	24	22.5	14	14	63	67.405	15	7	6	1	7	9	2	-999	838	848	803	-999	767	753	793	676	796	-999	71	94	73	95	-999	90	87	83	64	75	191	237	267	208	-999	266	252	275	67.5	72.5	55	-999	55	-999	-999	18	-999	25	5	4.5	0	6.5	-999	1	-999	-999	-999	-999	2	-999	96	25	25	14	12	4	6	12	6	8	10	-999	-999	-999	226	311	320	357	294	-999	338	379	405	10	7	8	9	-999	8	13	8	-999	0	0.5	0	0	1.5	70	75	75	90	75	75	45	80	65	70	80	-999
Z011E0126	4.05	-999	-999	26.935	-999	17.05	75	86	68	56	75	69	67	79	-999	62	75	83	65	-999	72	66	64	76	-999	60	-999	38.285	-999	133.99	-999	16.5	-999	15	-999	50	6	2	6	6	-999	6	1	-999	743	885	799	683	803	766	838	781	-999	-999	-999	72	53	80	67	75	84	75	71	-999	272	-999	295	156	-999	321	307	-999	62.5	35	55	-999	50	-999	-999	-999	-999	-999	7	5	0	2.5	-999	3	-999	-999	-999	-999	0	-999	-999	12.5	21	10.5	10	4	7	2	6	6	8	-999	-999	-999	138	343	-999	362	235	-999	391	390	-999	5	-999	6	6	-999	6	6	-999	-999	0	0	1	0	2	-999	47.5	-999	70	47.5	55	25	75	70	70	55	-999
Z011E0127	4.4	0	27	25.205	14	17.15	78	86	66	53	77	69	64	77	-999	66	78	86	66	51	73	69	62	75	-999	65	40	39.86	81	140.61	22	24	17	14.5	-999	78.85	4	1	9	3	-999	11	4	-999	699	814	761	-999	655	800	775	748	794	-999	75	75	69	80	-999	62	83	81	81	80	229	293	222	222	178	187	222	234	55	62.5	60	-999	60	-999	-999	-999	-999	-999	4	5.5	5	7	-999	3	-999	-999	-999	2	5	-999	73	22	30	15	17	7	8	5	4	7	10	-999	-999	151	212	253	366	302	313	287	300	307	337	4	10	8	7	12	14	8	18	-999	2	0	1	0	1.666666667	70	97.5	65	60	77.5	60	50	50	55	35	65	50
Z011E0128	4.15	-999	-999	28.645	-999	16.3	78	99	66	55	73	-999	64	76	-999	64	77	99	66	-999	75	-999	-999	77	-999	65	-999	40.4	-999	101.61	-999	16.5	-999	16	-999	49.35	4	2	8	4	-999	5	1	-999	568	739	732	-999	773	673	-999	758	769	-999	-999	82	66	98	-999	82	91.5	-999	81	103	179	287	207	170	-999	193	165	-999	17.5	35	45	-999	-999	-999	-999	-999	-999	-999	5	5.5	0	1	175	3	-999	-999	-999	-999	3	-999	-999	27	21	14	15	6	2	3	0	5	7	-999	-999	-999	160	291	370	317	255	-999	310	295	-999	8	-999	11	6	-999	7	17	-999	-999	0	0	0	0	1	-999	45	-999	45	60	45	25	55	45	-999	30	-999
Z011E0129	5.005	0	35	29.15	12	16.78	77	90	69	56	78	70	71	81	-999	70	75	86	69	56	77	69	71	82	-999	68	33	42.005	58	112.025	16	18.5	15	15	40.6	59.165	10	6	8	4	7	5	4	-999	707	806	845	-999	682	587	759	775	813	-999	113	82	63	93	-999	76	109	88	70	101	193	227	224	-999	-999	190	175	226	60	67.5	70	-999	42.5	-999	-999	18	-999	16.66666667	4	5	3	2	175	2	-999	-999	-999	2	4	-999	44	21	24	10	12	6	6	7	5	4	10	-999	-999	-999	178	300	340	340	-999	-999	328	302	401	12	-999	10	-999	10	22	13	16	-999	1	0	0	0	1	40	55	60	90	85	75	55	70	57.5	75	60	75
Z011E0130	-999	-999	-999	-999	-999	-999	72	-999	67	55	-999	68	67	-999	-999	70	72	-999	67	-999	-999	68	67	-999	-999	70	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	0	3	3	-999	0	3	-999	641	-999	701	638	668	-999	627	-999	757	-999	-999	76	-999	87	71	85	-999	69	-999	95	171	-999	261	212	-999	-999	243	314	55	-999	45	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	16	18	11	10	3	5	0	2	-999	2	-999	-999	-999	-999	256	-999	336	302	-999	-999	331	421	4	-999	6	6	-999	-999	6	5	-999	0	-999	0	0	-999	-999	-999	-999	80	-999	75	70	80	-999	70	80	80
Z011E0131	3.685	0	17.5	23.73	11.9	12.06	82	88	63	55	76	64	64	76	-999	62	72	86	64	55	73	65	62	76	-999	62	24	35.09	77	122.03	17	21	13	13	57.7	44.185	10	4	11	4	9	11	2	-999	625	618	721	641	751	689	830	654	727	-999	75	73	60	86	70	79	81	81	63	82	174	195	185	127	-999	146	211	200	47.5	55	40	-999	50	-999	-999	19	-999	23.33333333	4	5.5	0	4.666666667	-999	2	-999	-999	-999	-999	2	-999	65	24	23	18	12	6	9	14	7	9	15	-999	-999	-999	126	252	273	291	189	-999	246	328	285	10	8	15	5	-999	14	11	8	-999	0	0	1	1	1	60	45	85	40	45	60	25	75	40	80	65	70
Z011E0132	-999	0	20	30.01	8.3	14.75	74	-999	66	57	79	-999	67	79	-999	65	77	-999	66	59	76	-999	65	79	-999	64	24	41.585	73	120.395	11	-999	9	-999	25.5	-999	11	1	8	5	-999	4	0	-999	766	-999	871	758	876	936	-999	788	-999	-999	68	75	-999	86	66	85	97	-999	70	-999	259	-999	233	236	236	228	256	-999	40	-999	55	-999	-999	-999	-999	-999	-999	-999	-999	4	0	-999	-999	-999	-999	-999	-999	5	3	-999	45	20	21	16	14	5	8	5	0	4	5	-999	-999	180	200	366	-999	340	335	351	338	431	-999	9	-999	13	8	14	12	9	-999	-999	0	-999	0	0	-999	30	-999	80	90	-999	70	55	75	70	-999	80	-999
Z011E0133	-999	0	24	26.95	13	11.35	71	87	71	58	81	72	69	81	-999	68	71	84	65	-999	76	66	67	77	-999	66	29	31.235	87	107.77	12	-999	12	-999	28.7	-999	8	5	7	5	9	6	4	-999	837	828	845	818	892	803	881	966	930	-999	72	67	61	78	72	72	80	79	61	70	232	303	273	157	-999	244	237	293	47.5	50	35	-999	35	-999	-999	15	-999	11.5	4	5.5	0	3	-999	2	-999	-999	-999	2	1	-999	51	12	22	8	13	6	6	7	6	3	5	-999	-999	-999	238	357	418	376	252	-999	341	397	485	12	13	13	12	12	10	16	16	-999	0	0	1	0	2.333333333	30	-999	45	80	52.5	70	45	70	80	60	65	50
Z011E0134	3.875	0	21	23.19	15	17.045	70	83	65	59	73	64	64	75	-999	60	70	81	65	-999	73	63	62	75	-999	59	27	35.155	131	155.455	29	27.5	10	15	60.4	74.14	14	4	10	2	7	5	0	-999	591	721	738	717	-999	-999	634	700	-999	141	76.5	80	68	86	78	-999	-999	59	80	-999	211	301	239	245	-999	216	233	-999	52.5	-999	45	-999	45	-999	-999	16	-999	30	7	4.5	0	2	160	1	3	-999	-999	-999	2	-999	102	22	18	9	12	5	7	9	4	5	8	-999	-999	-999	210	369	394	344	323	-999	319	335	-999	6	-999	7	4	-999	10	6	-999	-999	0	0	1	0	1	70	77.5	60	60	72.5	70	55	50	70	65	60	-999
Z011E0135	4	0	67	26.83	12	18.8	74	87	65	56	76	67	64	78	-999	62	74	85	65	-999	75	67	62	76	-999	62	43	39.245	137	160.045	28	30	15	15.5	72	93.8	16	9	10	6	-999	14	3	-999	636	755	777	677	780	741	696	786	-999	-999	82	73	68	81	59	81	84	71	85	-999	194	275	241	259	217	217	242	249	60	52.5	40	-999	50	-999	-999	-999	-999	-999	4	5	0	-999	-999	1	-999	-999	-999	1	1	-999	102	25	30	15	19	6	8	14	5	-999	11	-999	-999	210	190	306	367	301	308	306	307	313	332	6	9	9	3	8	10	9	7	-999	0	0	0	1	-999	80	100	75	70	65	55	55	70	70	60	65	-999
Z011E0136	5.55	0	25	28.165	15.4	20.5	70	91	65	56	73	64	64	73	-999	61	72	88.5	64	-999	72	63	62	72	-999	60	34	45.03	116	133.58	24	19	13	18	72.4	92.9	14	6	9	2	9	9	1	-999	782	730	793	820	849	806	663	789	-999	160	-999	88	63	82	76	95	83	78	72	-999	253	222	200	256	-999	259	270	-999	55	67.5	65	-999	60	-999	-999	20	-999	21.66666667	5	4.5	0	2	-999	3.5	4	-999	-999	-999	1	-999	85	16	18	12	8	6	5	11	5	8	11	-999	-999	-999	238	390	335	344	381	-999	372	392	-999	7	7	8	7	-999	9	6	-999	-999	0	0	0	0	1	70	100	80	90	80	75	-999	75	45	60	80	-999
Z011E0137	4.19	0	28	29.5	23	12.665	70	-999	67	57	74	67	64	75	-999	60	70	-999	67	-999	74	66	60	76	-999	60	40	45.315	125	104.905	33	21	19	21	164.5	64.755	4	5	10	6	5	5	0	-999	746	711	747	849	-999	751	789	867	-999	-999	77	100	77	98	78	96	95	96	89	-999	286	212	225	115	-999	228	231	-999	55	57.5	45	-999	67.5	-999	-999	23	-999	11.66666667	-999	6	0	3	202.5	4	-999	-999	-999	1	2	-999	127	25	23	18	16	6	8	9	6	5	8	-999	-999	-999	220	386	298	310	182	-999	341	333	-999	9	10	9	6	9	13	15	-999	-999	0	0	0	0	1	210	87.5	55	80	35	65	55	75	67.5	60	60	-999
Z011E0138	4.75	-999	-999	25.855	-999	17.95	77	86	70	56	79	70	69	83	-999	65	75	85	69	55	79	68	69	81	-999	63	-999	38.235	-999	169.32	-999	25	-999	17	-999	76.7	3	11	11	3	-999	9	2	-999	818	895	896	777	865	870	863	972	-999	-999	97	101	87	79	89	83	86	93	85	-999	265	298	292	267	-999	280	287	-999	40	67.5	55	-999	50	-999	-999	-999	-999	-999	5	4	0	1	120	2	-999	-999	-999	0	0	-999	-999	31	24	12	11	7	7	13	7	8	13	-999	-999	189	240	364	381	365	372	-999	381	380	-999	7	8	6	8	7	7	6	-999	-999	0	0	0	1	1	-999	80	80	80	70	70	55	75	65	70	50	-999
Z011E0139	4.615	-999	-999	25.35	-999	12.115	71	83.66666667	67	54	73	65	64	77	-999	61	71	83	67	-999	73	66	62	74	-999	60	-999	42.64	-999	106.195	15	20.5	16	15	-999	63.305	10	9	8	3	7	6	1	-999	804	688	845	763	818	756	597	868	806	-999	-999	83	82	74	62	83	79	73	75	82	189	246	252	219	218	187	248	236	30	22.5	30	-999	32.5	-999	-999	18	-999	20	-999	5	0	2	-999	1	-999	-999	-999	2	2	-999	-999	18	12	13	9	7	8	7	6	-999	10	-999	-999	171	188	287	333	341	293	316	288	342	334	11	7	9	10	10	9	8	9	-999	0	0	0	0	2	-999	82.5	15	25	30	55	25	65	40	40	60	55
Z011E0140	-999	0	35	15.89	13.7	3.35	71	94	70	58	79	-999	67	82	-999	72	71	91	67	58	77	-999	67	81	-999	71	47	-999	63	62.55	23	-999	20	-999	70.6	-999	3	2	6	1	-999	5	0	-999	576	801	746	802	831	813	-999	825	-999	-999	-999	86	85	108	95	91	103	-999	89	-999	274	339	272	267	-999	196	271	-999	47.5	52.5	65	-999	55	-999	-999	-999	-999	-999	3	5	0	1	-999	2	-999	-999	-999	1	1	-999	52	25	24	14	10	3	3	4	2	5	1	-999	-999	182	210	421	426	371	373	-999	338	420	-999	7	5	7	7	11	11	12	-999	-999	0	0	0	0	1.5	90	-999	60	70	65	65	50	75	50	-999	55	-999
Z011E0141	4.44	0	18	25.675	-999	11.675	76	90	68	59	80	68	67	81	-999	65	76	85	69	59	77	68	64	81	-999	65	20	39.07	55	96.48	14	14.5	9	15	27.4	39.135	3	2	5	4	6	2	2	-999	594	685	710	-999	657	700	604	737	758	-999	-999	83	74	91	-999	87	87	78	84	81	159	238	267	173	224	203	214	188	50	47.5	35	-999	-999	-999	-999	13	-999	21.66666667	7	5	0	1	-999	2	-999	-999	-999	3	3	-999	38	15	31	12	10	5	3	3	5	2	4	-999	-999	210	168	320	391	369	293	355	325	338	326	17	14	12	13	16	12	15	18	-999	0	0	0	0	1	32	45	-999	70	65	50	35	70	65	60	70	60
Z011E0142	-999	-999	-999	24.99	-999	9.86	74	99	66	57	78	67	64	76	-999	67	74	90	66	57	76	68	62	73	-999	66	-999	-999	-999	87.535	-999	-999	-999	-999	-999	-999	8	5	11	2	-999	8	1	-999	751	765	865	718	790	819	801	806	-999	-999	74	70	59	74	63	71	79	69	74	-999	282	336	249	233	-999	255	301	-999	42.5	75	50	-999	55	-999	-999	-999	-999	-999	-999	5.5	0	-999	-999	1	-999	-999	-999	-999	0	-999	-999	18	13	10	12	6	7	8	4	8	7	-999	-999	-999	220	379	390	322	293	-999	339	421	-999	4	4	5	4	-999	5	5	-999	-999	0	0	0	0	-999	-999	-999	80	65	65	65	55	70	65	70	65	-999
Z011E0143	4.16	0	21.5	27.02	15.8	17.06	79	88	71	56	80	66	69	79	-999	66	79	88	71	-999	80	68	69	83	-999	66	20.5	39.705	113	145.515	16	27	14	13	52	84.2	8	1	10	3	-999	3	0	-999	769	777	832	726	826	723	699	808	-999	135	90	83	74	86	82	85	80	87	88	-999	268	284	253	195	286	247	296	-999	40	30	35	-999	47.5	-999	-999	-999	-999	-999	-999	4.5	0	-999	176.25	3	4	-999	-999	0	2	-999	65	18	33	15	18	6	7	9	2	-999	6	-999	-999	172	208	373	386	353	283	360	346	400	-999	10	8	9	10	10	11	11	-999	-999	0	0	1	1	-999	50	90	-999	70	65	65	30	65	72.5	55	70	-999
Z011E0144	-999	0	24	-999	11	-999	75	87	65	56	75	68	65	78	-999	60	75	85	65	-999	73	68	63	75	-999	59	35	-999	58	-999	21	-999	21	-999	-999	-999	8	6	9	1	-999	6	1	-999	669	668	720	599	-999	709.5	733	713	698	120	79.66666667	74	83	81	64	-999	76	72	79	64	174	196	148	125	-999	157	188	-999	40	50	50	-999	45	-999	-999	-999	-999	-999	4	6	0	-999	107.5	3	3	-999	-999	-999	2	-999	56	37	34	13	11	6	3	10	6	-999	12	-999	-999	-999	136	273	258	233	192	-999	248	284	-999	11	4	10	6	-999	15	15	-999	-999	0	0	0	0	-999	55	-999	-999	65	60	70	40	65	65	55	60	60
Z011E0145	3.45	-999	-999	25.6	-999	11.65	-999	91	67	55	79	65	65	77	-999	63	-999	90	66	-999	77	65	63	76	-999	62	-999	40.44	-999	121.645	-999	22	-999	16	-999	52.35	0	3	10	5	-999	7	0	-999	-999	573	723	660	663.5	567	679	764	-999	122	82	-999	72	87	85	73	80	97	73	-999	-999	201	234	154	-999	115	181	-999	-999	20	55	-999	50	-999	-999	-999	-999	-999	4	4.5	0	3	150	3	3	-999	-999	-999	3	-999	-999	-999	27	-999	28	7	8	11	6	7	10	-999	-999	-999	162	-999	247	304	217	-999	218	289	-999	-999	5	7	8	-999	13	10	-999	-999	0	0	0	1	2	-999	60	60	-999	45	50	40	60	40	60	55	-999
Z011E0146	4.81	0	65	29.34	18	29.495	72	86	66	53	76	64	64	75	-999	62	72	83	65	53	74	64	62	75	-999	62	40	44.125	165	168.05	21	32	16	17	68	106.275	13	10	12	4	9	13	2	-999	748	665	889	644	828	804	728	856	843	-999	85	81	55	83	65	77	98	77	80	86	246	307	201	197	248	205	240	244	47.5	60	60	-999	45	-999	-999	23	-999	15	4	5	0	1	225	2	-999	-999	-999	1	3	-999	91	18	24	9	11	8	8	13	6	12	15	-999	-999	249	148	317	364	292	270	357	307	298	370	8	5	11	8	9	9	6	6	-999	0	2.5	0	0	1	70	125	82.5	75	70	80	35	70	80	80	70	80
Z011E0147	4.5	-999	-999	27.425	-999	19.8	78	91	70	59	80	68	65	82	-999	64	75	90	67	59	78	67	62	82	-999	63	-999	38.305	-999	160.15	-999	26	-999	16	-999	70.75	5	5	11	2	7	6	0	-999	667	654	755	-999	796	-999	673	738	-999	124	82	74	58	72	-999	63	-999	77	63	-999	193	264	247	159	-999	168	195	-999	37.5	67.5	65	-999	-999	-999	-999	18	-999	-999	7	4.5	0	-999	245	2	-999	-999	-999	-999	1	-999	-999	13	28	8	9	7	7	14	6	7	11	-999	-999	-999	156	303	381	349	252	-999	287	351	-999	7	9	7	9	-999	15	15	-999	-999	0	0	0	0	-999	-999	75	55	40	25	45	55	40	45	55	60	-999
Z011E0148	3.2	0	40	26.7	22	20.95	71	85	67	55	74	69	64	77	-999	61	71	83	66	-999	73	68	62	76	-999	60	43	44.42	111	136.175	25	26	21	20.5	84.5	80.5	17	8	12	5	-999	13	4	-999	646	696	733	668	736	691	720	697	769	127	77.5	80	49	83	63	67	76	80	77	86	188	209	212	164	166	176	157	208	32.5	45	55	-999	40	-999	-999	-999	-999	-999	7	5.5	0	3	162.5	2	3	-999	-999	1	3	-999	109	18	23	-999	11	6	9	14	7	12	12	-999	-999	119	148	275	330	293	237	250	270	288	296	7	7	6	6	5	8	12	7	-999	0	0.5	1	0	1	90	85	-999	70	70	80	55	65	65	70	70	80
Z011E0149	5.635	0	31	30.03	19.3	20.88	76	92	72	58	81	69	69	85	-999	66	76	90	70	-999	79	68	67	85	-999	64	34	41.57	95	129.57	14	21.5	14	16	64.8	62.2	14	8	10	6	9	7	1	-999	912	834	869	-999	919	913	936	948	-999	140	77	78	70	86	-999	82	84	82	87	-999	273	299	258	234	-999	247	233	-999	57.5	65	60	-999	62.5	-999	-999	21	-999	-999	-999	5	0	2	230	1	3	-999	-999	3	2	-999	54	30	19	11	10	6	8	12	4	9	12	-999	-999	-999	242	413	432	428	357	-999	364	399	-999	12	11	15	8	12	9	14	-999	-999	0	0	0	0	1	68	59	80	85	85	80	75	75	70	70	75	-999
Z011E0150	3.335	0	24.5	21.47	9.5	13.01	72	86	64	54	75	63	64	76	-999	63	72	84	64	-999	73	63	62	75	-999	62	31	35.99	83.5	139.305	18	25	9	14	31.5	65.525	11	6	10	6	-999	10	0	-999	576	608	733	568	-999	659	766	726	-999	-999	-999	60	47	86	60	62	74	76	73	-999	239	266	290	227	-999	250	244	-999	57.5	65	65	-999	50	-999	-999	-999	-999	-999	7	5.5	9	7.5	212.5	2	-999	-999	-999	-999	2	-999	74.5	18	28	12	15	5	8	13	7	10	14	-999	-999	-999	196	330	341	386	300	-999	351	350	-999	8	6	8	7	-999	11	10	-999	-999	2	0	1	0	2	45	82.5	70	55	70	55	25	50	60	65	60	65
Z011E0151	4.75	0	27	25.955	20.6	15.4	76	96	73	56	84	70	69	83	-999	67	75	90	71	57	79	68	67	79	-999	64	34	36.73	91	96.22	30	15.5	16	15	103.1	45.4	11	9	9	4	5	9	1	-999	791	802	788	787	746	763	713	722	-999	131	70	87	78	84	77	70	81	74	80	-999	234	267	255	211	-999	198	270	-999	55	77.5	75	-999	65	-999	-999	23	-999	10	4	5.666666667	0	4	-999	1	3	-999	-999	1	2	-999	96	18	14	12	15	6	9	13	7	6	8	-999	-999	-999	178	339	392	361	321	-999	309	357	-999	6	11	8	11	10	14	10	-999	-999	0	0	0	0	1	110	42.5	85	90	85	80	80	80	85	80	70	-999
Z011E0152	3.745	0	22	22.95	7.9	10.735	71	81	65	55	72	65	64	76	-999	62	71	81	64	-999	69	65	61	75	-999	62	27	37.51	59	105.18	18	19.5	13	18	37.1	58.62	12	6	9	3	7	13	2	-999	668	796	754	-999	732.5	677	607	659	766	-999	-999	76	65	81	-999	71	67	62	69	88	163	216	203	-999	-999	173	209	-999	50	45	45	-999	52.5	-999	-999	18	-999	26.66666667	5	6.333333333	4	1	117.5	1	-999	-999	-999	-999	1	-999	29	13	25	12	12	7	7	11	7	13	10	-999	-999	-999	190	277	330	313	-999	-999	287	295	-999	12	11	8	9	-999	8	8	-999	-999	2	0	0	0	1	40	62.5	-999	65	70	55	55	60	57.5	45	60	55
Z011E0153	-999	-999	-999	31.905	-999	26.2	75	94	70	-999	85	69	69	81	-999	64	75	92	68	-999	84	68	69	80	-999	64	-999	42.37	-999	156.86	20	-999	18	-999	-999	-999	14	10	11	4	7	10	0	-999	764	904	844	822	783	-999	761	811	-999	-999	74.5	83	85	80	91	71	-999	70	83	-999	219	308	251	191	-999	278	264	-999	55	55	60	-999	47.5	-999	-999	16	-999	-999	4	5	0	1	152.5	2	-999	-999	-999	-999	0	-999	-999	12	18	11	11	6	4	12	6	9	13	-999	-999	-999	104	347	383	328	257	-999	310	389	-999	12	5	5	7	-999	2	10	-999	-999	0	0	0	0	1	-999	-999	-999	70	70	75	42.5	80	65	60	65	-999
Z011E0154	4.315	0	23	23.57	13.5	18.945	72	85	65	54	76	66	64	75	-999	62	72	85	66	-999	76	67	62	77	-999	62	29	36.44	113	168.99	25	33	12	15	55.3	105.54	17	5	9	5	7	12	2	-999	745	730	732	721	786	652	736	-999	782	130	103	75	85	83	105	95	79	88	-999	106	258	303	272	289	-999	227	252	287	45	65	65	-999	50	-999	-999	21	-999	15	4	5	0	4.333333333	-999	2	3	-999	-999	-999	2	-999	98	27	35	14	11	6	6	9	6	10	14	-999	-999	-999	229	310	384	345	375	-999	323	336	384	6	5	7	6	-999	8	5	7	1	0	0	0	1	1.333333333	60	145	80	65	80	65	55	75	60	65	65	75
Z011E0155	4.85	-999	-999	29.555	-999	16.65	79	88	66	58	78	69	65	83	-999	66	79	86	67	58	78	68	63	81	-999	65	-999	41.875	-999	128.72	-999	17	-999	15	-999	60.9	6	7	10	4	7	2	2	-999	679	863	852	742	788	874	791	829	803	-999	-999	80	83	88	84	85	85	88	83	95	269	310	262	216	-999	197	293	273	63.33333333	45	65	-999	60	-999	-999	19	-999	-999	4	4	0	-999	75	1	-999	-999	-999	0	2	-999	-999	19	19	9	12	5	6	8	5	2	10	-999	-999	-999	220	362	424	326	312	-999	320	403	379	3	6	5	6	5	9	3	12	-999	0	0	0	0	-999	-999	60	70	80	67.5	80	50	75	55	80	70	75
